content,注释,解说,喻,audio file uuid,page,tag
大目𣍐看见灶。,①大目：睁大眼睛。②脍看见：看不见。,,摆在眼前的东西也看不见。,4fdb4040-7830-4eaf-af85-35d5818baacc,,惯用语
无地会起厝，无米会做斋。,①会：〈竟然）能够。②起厝：盖房子。③斋：懦米制 作的甜馅饼。俗写加“米”字旁。,,搭空中楼阁，无根据的设想。,6515bda1-e4dd-4d1a-9f66-6d8169223e91,,惯用语
诸话会讲，屎尿𣍐喊。,①诸话会讲：〈幼儿）什么话都会说。②𣍐喊：不会告 诉（大人〉。喊：〈借用字〉告诉。,,"喻】看似聪明能干，却缺乏最基本的、真正需要的能力。
",c054aec7-aff1-4e27-967c-5450e0f27d4b,,惯用语
水𠲥讲蜀身汗。,①水𠲥：〈泡在）水里。处所助词，本字“里”。@蜀身:一身。,,"泡在水里还累出一身汗，夸张形容费尽口舌。
",3504b6f8-eefd-4211-8219-10b56d730727,,惯用语
长长冥，十八更。,①冥：夜。《广韵》：“幽也，暗也，莫经切。”②十八更: 夸张说夜长。,,还有的是时间，不必着急。,b14afd46-9bac-42f0-9bf0-f2f5a96938e9,,惯用语
闲柴烧滚汤。,①闲柴：多余的柴火。②滚汤：开水，此处指已经烧开 了的水。,,无益的消耗。,c7a85e58-668b-474c-becd-cafb99c0337f,,惯用语
红衫颂半爿。,①红衫：旧例死刑犯押往刑场时身着红衫。②颂：穿。 ③半另：半边。,,冒杀头之险。,cbefa99b-0279-4bf2-b19b-c9a519f71e45,,惯用语
连江鸡筑胲。,"①连江：连江县，福州的东北方向。②筑胲：往待售活 鸡的嗉囊里填塞异物，这是鸡贩子的惯用欺诈手法。筑：添塞。胲：〈方言俗字〉禽类的嗉囊。
",,挑动别人干蠢事。,9647b392-27bf-4281-b1b4-71ec04c2d59b,,惯用语
会惊泄尿伓去睏。,①会惊：害怕。会：助动词。②泄尿：尿床。③伓去: 不去。④睏：睡觉。,,因噎废食。,d04f6ab8-5570-46cf-9799-f6112d78e9cc,,惯用语
买炮仗，别侬放。,"①炮仗：鞭炮。②别侬：别人。
","替别人花钱。

陳】鞭炮声响众人听，花钱买鞭炮无非是图自己燃放的乐 趣。
",,71a63fe3-8987-4c2f-8add-5a243805e585,,惯用语
关门拍逷锁，搬厝拍逷姆。,"①拍逷：丢失。@搬厝：搬家。③姆：老婆。
",,"瞎忙半天，却去失了最重要的东西。
",ad19b462-981b-462e-b509-3e81628cc2a4,,惯用语
耳聋会听见鸭母叫更。,"①鸭母：母鸭。②叫更：〔公鸡）打鸣。
",,因没听清楚，产生了误会。,208340e6-1d21-4b1b-a009-3f64bb732de7,,惯用语
做岁无月。,"①做岁：过除夕夜。②无月：〈农历三十夜）没有月亮。
",,美中不足。,e83e28a8-7458-46ac-ad06-be96d19f4bfb,,惯用语
茉莉花赶头水。,"赶头水：赶在第一批（采摘上市〉。
",采莉花要趁含苞待放时采摘，稍迟花开，香气尽释，就 不值钱了。,赶前不赶后。,14afa730-1372-4889-90c8-b84c7d3a3d90,,惯用语
水流破布。,,,"走走停停，随其自然，没有时间观念。
",3842e79b-9183-49e7-938d-dfb68ba83723,,惯用语
皇帝嘴，乞食身。,"乞食：乞丐。
",,"家境贫穷，衣裳褴褛，但对吃喝却挺讲究。
",4020631a-e62e-43a4-b530-e17c818ea2a6,,惯用语
皇帝牛食麦。,,,不着边际的胡侃。,d1fcff3e-75b6-41a7-8b59-eacc81dd1276,,惯用语
是事伓做，做事伓是。,①是事伓做：正经的事情不干。②做事伓是：所干的事 情全不对。,,,dd5375f6-a117-4b51-a695-9a0369ed448b,,惯用语
做好无赏，拍破着赔。,①做好无赏：做好了也得不到奖赏。②拍破：弄砸了。 ③着：要，必须。,,吃力不讨好的事情。,598d6ae5-602d-4784-98ea-f4028a0fcb3a,,惯用语
两耳鼎羁草鞋鼻。,①两耳鼎：双耳铁锅。②羁：系。③草鞋鼻：草鞋前端 翘起的部分，这里代指草鞋。,,穷人的可怜家当。,6f7a93d4-3a53-4f6a-86d0-882a75910705,,惯用语
房桶镜箱灯，草鞋包袱伞。,"①房桶：马桶。②镜箱：妇女的梳妆箱。
","陳】居家旅行最基本的生活用品，平常无奇的东西。
",,21bf7c32-b81e-4222-b376-6b111df3fc93,,惯用语
草蜢撩鸡角——讨死。,①草猛：蚂蚱。②撩：挑逗。③鸡角：公鸡。④讨死: 找死。,,,e48e1fbf-2ca6-4774-b0cb-63b51fad5653,135,"歇后语,谐喻类"
猴戴帽——𣍐像侬形。,"脍像侬形：不像个人样。侬：人。
",,,d1995530-3400-44a2-88e5-00d37a3699f8,135,"歇后语,谐喻类"
毛毛鸡——假大格。,"①毛毛鸡：一种羽毛膨松的鸡。②大格：大个子。
",,,ac0f1a87-e9ee-4ea3-aed3-d4eb109138e0,136,"歇后语,谐喻类"
丁香蚵——罔大罔𣍐值钱。,"①丁香蚵：一种状如火柴梗的小鱼干，以细小者为贵。 蚵：本字“荛”。《广韵》：“菴，干鱼，苦浩切。”②罔…… 罔……：越……越……。③絵值钱：不值钱。
",,,ac49cbc7-8a18-47b9-92d1-6d872098ddc1,136,"歇后语,谐喻类"
��囝食姜母——有食都是好。,①歇囝：傻瓜。②姜母：生姜。③有食都是好：吃什么 都好。,,,adfab49f-9a8c-4951-a83d-cd3024926aea,136,"歇后语,谐喻类"
贼去关门——恰迟。,①去：离去。②恰：太。,,,89763181-959f-41c6-ba40-5d9b8513fb02,136,"歇后语,谐喻类"
绱鞋卖水䖳——汝急伊𣍐急。,①水姹：新鲜的海蛰。②汝：你。③伊：他。④脍急: 不着急。,绱鞋者终日坐着不紧不慢地干活，而卖鲜海蛰的扳子急 于求售要四处游走，因为待售的鲜海蛰在不停地化水收縮， 分量越来越轻。,,99499b50-3501-456b-ab0e-68a958023eab,136,"歇后语,谐喻类"
白面厝，挂灯笼——固做真光鲜。,①白面盾：娼寮。白面：娼妓。盾：家，房子。②固做: 还显得。③真：很。④光鲜：光彩漂亮。,旧社会的娼寮门前挂红灯笔。,,7a989fa2-3576-4ec4-84e3-01de607e2a63,137,"歇后语,谐喻类"
道士收花彩一一偌夥都会使。,①花彩：小费。②偌夥：多少。③会使：可以。,,,a9173b6d-c359-4a1a-9b2d-0159f5935ace,137,"歇后语,谐喻类"
鸡母扒粪扫——无事讨事做。,①鸡母：母鸡。②粪扫：垃圾。③讨：找。,,,2cb13d6d-d8a3-44d8-b9fa-27ba887cb478,137,"歇后语,谐喻类"
孤老院——有裡无出。,①孤老：麻疯病。②裡：进。,,亲友往来中只收礼、不送礼的人。,d7537bcc-e5db-45b2-8f80-985c701e61a9,137,"歇后语,谐喻类"
六月天出门带棉袄——老客。,①六月天：指盛夏。②老客：富有旅行经验者。,,有备无患。,f64f97b6-c525-4030-9e27-796ec779ede2,138,"歇后语,谐喻类"
黄瓜鱼放春籽——蜀代不如蜀代。,①黄瓜鱼：大黄鱼。②放：指“放籽”，即产子。③春 籽：即小黄鱼，状如黄鱼而较小，口味远逊于大黄鱼。④蜀 代：一代。,俗或以为“春籽”是大黄鱼所产的幼鱼，故有此说。,,eb3d59b3-ea0d-44dd-b89b-f74c22b71d07,138,"歇后语,谐喻类"
火烧厝好看——受怪东家。,①火烧厝：火烧房子，失火6②受怪：可怜。“怪”的 本字可能是“过”。③东家：指事主。,"辟】有了电视之后，还可以欣赏许多更精彩的场景：火车出 轨、飞机爆炸、大楼坍塌、波黑炮火、肯尼亚饥荒……
",,102dfcfa-eef0-4554-8539-66beadcd3caa,138,"歇后语,谐喻类"
乞食养画眉——死𣍐八倒。,"①乞食：乞丐。②死脍八倒：死了也不晓得该倒下。意 思是已落到如此糟糕境地还学公子哥儿玩鸟摆谱。
",,,d04d5e84-230a-47c8-b3cf-37d859ea9e7c,139,"歇后语,谐喻类"
曲蹄颂靴——颟掰。,①曲蹄：旧称水居的船民。②颂：穿。③颟掰：指身体 受到束缚而行动不便的难受感觉。,"旧社会船民备受歧视，有不得参加科举考试、不得在陆 地上建房、上岸行走不得穿峩等歧视性规约。
",,4c2ebfa7-2006-4e68-87ed-fc80ed6ca72a,139,"歇后语,谐喻类"
无牙食豆腐——正正好。,①牙：牙齿；字音为“牙齿”二字的合音。②食：吃。 ③正正好：正合适。,,,26881090-781c-44bb-974f-1a9e94dd586d,139,"歇后语,谐喻类"
招姐做新妇——懵懵眩。,①招姐：福州民间故事中的喜剧型人物。②做新妇：出 嫁，当新娘。③懵懵眩：慌张忙乱。,,,fcc611b7-4bd5-4bf5-94fd-7a1e6d83e2e2,139,"歇后语,谐喻类"
重重炮将军——铁无解。,①重重炮：象棋的“重炮”残局。②铁无解：铁定没有 解救之招。,,,47156f68-b377-4af4-9a28-b4f10af1a7ab,140,"歇后语,谐喻类"
贱骨头——无拍𣍐加流。,"①贱骨头：儿童玩的陀螺。②无……絵……：不……不

……。③拍：打。④加流〈音〉：滚动，转动。",,,d3ad3056-5805-4c2e-92e0-082ee4bbfb85,140,"歇后语,谐喻类"
小侬囝做媒侬——自身难保。,①小侬囝：处女。②媒侬：媒人。,,,cd9253a6-b5c3-4b76-8163-10b140cf2271,140,"歇后语,谐喻类"
乞食婆走反——跟𠲥染染嘈。,①乞食婆：女丐。②走反：逃避战乱。③吼：动态助词； 着。④染染嘈：凑热闹。染：〈白读音〉混杂。嘈：〈白读 音〉嘈杂。,,,b827add3-2ba8-44fa-8f6f-214d39ebd40b,140,"歇后语,谐喻类"
伓使伴房妈会上轿——无师假师。,①怀使：不用。②伴房妈：职业性的婚礼伴娘，多为中 年妇女，能说会道，熟悉各种繁文缛节。③上轿：上花轿。 ④无师假师：不懂装懂。师：〈白读音〉精通，俗或写作司』。,,,4833a737-f6a2-441d-9997-f799d422784b,140,"歇后语,谐喻类"
有钱买饼当街咬——排场。,排场：向他人炫耀。,,,4d857388-69ae-410b-bdcf-b27aa6474155,141,"歇后语,谐喻类"
食信老鼠——七处跃。,①信：火药。②七处：到处。③跃：〈白读音〉奔跑跳 跃。,,,bfc6275f-fe7b-4f27-8396-f452159890c3,141,"歇后语,谐喻类"
蒲蝇鼻，乞食耳——野真。,①蒲蝇：苍蝇。②乞食：乞丐。③野：很。④真：感觉 灵敏，判断准确。,苍绳靠灵敏的嗅觉迅速发现食物；乞丐特别留心关于婚 丧喜庆的消息，以便及时上门乞讨。,,d6aaa904-6111-4003-be9e-0a28027b1bb5,141,"歇后语,谐喻类"
瓮𠲥摊拳头——舞𣍐开。,"①瓮吼：坛子里。吼：处所助词，本字“里”。②摊：打 (拳〉。③拳头：武术。④舞脍开：施展不开。
",,,124ee6ec-00bd-4f52-ac5c-b4c689c7df98,141,"歇后语,谐喻类"
建宁府鸡叫——洽迟。,"①建宁府：今闽北地区，包括建瓯、建阳、武夷山、浦 城等市县。俗以为闽北山高日出迟。②洽：程度副词；太。
",,,cc60e5a7-fc71-4646-ad20-968e015d8d13,142,"歇后语,谐喻类"
眚盲讨姆——俪八大。,①眚盲：瞎子。②讨姆：娶妻，此处指择偶。③俪八: 只晓得，只要。偭：〈借用字〉只，仅。八：晓得，知道。,,,bfa8db2a-450f-45ad-9e2e-c2f0dc728c98,142,"歇后语,谐喻类"
蜀把米摔壁——无蜀粒夹粒。,"①蜀：一。②摔壁：摔向墙壁。③无蜀粒夹粒：没有一 点儿关系。“夹粒”的字面意思是粘在墙上的米粒，同音词 指“关系”，本字不明。

鼓楼前光饼^偭做吼面。",,,cbba85a1-032a-41af-a06d-6eddc0196abb,142,"歇后语,双关类"
鼓楼前光饼——俪做𠲥面。,①鼓楼前：福州地名，附近有多家卖光饼的传统老店。 ②光饼：一种烘烤的面饼，面上烤得焦黄，中心有一脐状小 孔，传说是戚继光发明的军队干粮，士兵可用细绳穿饼挎在 身上行军打仗，所以称“光饼”。③偭做吼面：只做得面上 好看。偭：〈借用字〉范围副词；只，仅。吼：动态助词；了。 面：双关指“面子”。,,,9ebe00b3-e5c9-4200-ad65-916fa603ed34,142,"歇后语,双关类"
虾米食蜀腹——固𠲥畏羞（须）。,①食蜀腹：吃了一肚子。②固吼：还，还在。③畏羞: 怕羞。④须：触须；与“羞”字白读音相同。,,,b8bc6d02-fba0-4db2-b238-fb82bcec4c23,143,"歇后语,双关类"
芋瓠拍犬——固差蜀长。,①芋瓠：瓤瓜的一种，长条状。②拍犬：打狗。③固： 还。④蜀长：一段。,,,cea150c2-a93f-48de-81e5-888f92269768,143,"歇后语,双关类"
下渡尾迎神——好看在后。,①下渡尾：福州地名，在今仓山区。②迎神：福州旧俗， 每年在一定的日子抬着神像巡游，极盛时游行队伍可绵延 数里。③好看在后：好看的还在后头。,,,d799da50-898e-459f-a3a9-91847b7907f3,143,"歇后语,双关类"
��骹师公——坐𠲥做法。,①塀骹：歧足。②师公：道士。③坐吼：坐着。吼：动 态助词；着。④做法：施法术。,,自己坐着不动，支使别人做这做那。,19da90a2-0ea6-43a0-b61b-245180b0eff8,144,"歇后语,双关类"
眠床下踢毽——平平悬。,①眠床：床。②平平：一样，同样。③悬：高；俗写同 音字“咸”。,,谁也不比谁强。,10f03227-1727-4608-9a3b-e1eb0667dda5,144,"歇后语,双关类"
隔冥蟟——开嘴就臭。,①隔冥燎：隔夜的不新鲜的蚬子。燎：生活在淡水中的 蚬子。②开嘴：〔贝类）张开壳，双关指开口（说话〉。③臭: 双关指“臭话”，即脏话。,,脏话不离口。,7bd39e66-4a79-4b9b-9d4c-7c638f58eb25,144,"歇后语,双关类"
十八钱尿壶——俪买𠲥嘴。,①十八钱：十八个铜板。②俪：只。③吼：动态助词；了。④嘴：尿壶口，双关指嘴巴。 ,,能言善辩而别无他长的人物。,79604b4e-09ec-47d7-8f7e-9ce92a91dc8d,144,"歇后语,双关类"
鼎边糊——蜀汶就熟。,"①鼎边糊：一种福州小吃，如北方的“片儿汤”，以米 浆制作。用大铁锅煮半锅汤，再以稠米浆在锅壁的上半部摊 成片状，即铲入汤汁中。鼎：铁锅。②蜀：一。③汶〈音〉： 制作“鼎边糊”时摊米浆的动作手势一一迅速地沿锅壁转一 圈；双关指短暂的交际接触。
",,善于交际，与人一见面就熟的人。,dbadcf9e-1101-454f-8300-b45ea57243af,145,"歇后语,双关类"
青螯伓食——食碰（蚌）。,①青螯：蛤蜊。②怀食：不吃。③食碰：碰钉子。 “碰”与“蚌”同音。,,自讨没趣。,bd365e30-387d-44f4-a769-f696929ef1a5,145,"歇后语,双关类"
夫人奶抽签——觕着𣍐圣（卖线）。,①夫人奶：即“临水夫人陈靖姑”，福州及闽东一带民 间信仰的女神，旧福州有其庙宇多处，庙内有抽签问卜等活 动。②梢着：碰到。梢：〈方言俗字〉遇，碰。③脍圣：不 灵验。④卖线：指吆喝卖线的小贩。“卖线”与“脍圣”同 音。,,,5171506b-3d74-4599-8b65-7e8617553203,145,"歇后语,双关类"
稀稀粥掺滚汤——亲（清）𠲥加亲（清）。,"①稀稀粥：很稀的粥。②滚汤：开水。③亲吼加亲：亲 上加亲。吼：处所助词。④清吼加清：〈稀薄的粥）变得更 稀了。清：〈粥）稀薄。“清”与“亲”同音。
",,,e6732334-f97e-402d-bb02-f7e98ea70871,146,"歇后语,双关类"
太子登基——大泻（赦）天下。,①大泻天下：拉肚子拉得很厉害。②赦：“赦”与 “泻，，同音。,,,61a9abee-43df-4c64-acff-b1faaff2f608,146,"歇后语,双关类"
